group_id,suspicious,severity,group_size,label_min,label_max,label_range,label_mean,rel_range,max_min_ratio,fc_values_in_group,type_values_in_group,source_row,Ref.No.,fc (MPa),type (规格备注),试件标号,fy (MPa),fcy150,R再生骨料取代率(%),b (mm),h (mm),t (mm),r0 (mm),L (mm),e1 (mm),e2 (mm),Nexp (kN)
499,Y,high,5,802.0,1353.0,551.0,1121.9,0.491131,1.687032,24.5,cube,710,"Research on Compression Behavior of Square Thin-Walled CFST Columns with Steel-Bar Stiffeners, Zhao Yang; Chengxiang Xu, Unknown, 2018",24.5,cube,C3,243,19.095,0,200,200,2,0,1200,0,0,1154.5
499,Y,high,5,802.0,1353.0,551.0,1121.9,0.491131,1.687032,24.5,cube,712,"Research on Compression Behavior of Square Thin-Walled CFST Columns with Steel-Bar Stiffeners, Zhao Yang; Chengxiang Xu, Unknown, 2018",24.5,cube,C5,243,19.095,0,200,200,2,0,1200,0,0,1100
499,Y,high,5,802.0,1353.0,551.0,1121.9,0.491131,1.687032,24.5,cube,709,"Research on Compression Behavior of Square Thin-Walled CFST Columns with Steel-Bar Stiffeners, Zhao Yang; Chengxiang Xu, Unknown, 2018",24.5,cube,C2,243,19.095,0,200,200,2,0,1200,0,0,802
2622,Y,high,4,910.0,1530.0,620.0,1287.5,0.481553,1.681319,56,Cube 150x150x150mm,3681,"Unknown, Railway Engineering, 2011",56,Cube 150x150x150mm,6-SehB-20-4,330,47.666,0,168,168,6,84,500,4,4,1530
2622,Y,high,4,910.0,1530.0,620.0,1287.5,0.481553,1.681319,56,Cube 150x150x150mm,3680,"Unknown, Railway Engineering, 2011",56,Cube 150x150x150mm,5-SehB-20-4,330,47.666,0,168,168,6,84,500,4,4,1510
2622,Y,high,4,910.0,1530.0,620.0,1287.5,0.481553,1.681319,56,Cube 150x150x150mm,3697,"Unknown, Railway Engineering, 2011",56,Cube 150x150x150mm,22-SehB-40-4,330,47.666,0,168,168,6,84,500,4,4,1200
2622,Y,high,4,910.0,1530.0,620.0,1287.5,0.481553,1.681319,56,Cube 150x150x150mm,3699,"Unknown, Railway Engineering, 2011",56,Cube 150x150x150mm,24-SehB-60-4,330,47.666,0,168,168,6,84,500,4,4,910
2621,Y,high,4,870.0,1420.0,550.0,1192.5,0.461216,1.632184,56,Cube 150x150x150mm,3679,"Unknown, Railway Engineering, 2011",56,Cube 150x150x150mm,4-SehA-20-4,330,47.666,0,168,168,6,84,500,4,-4,1420
2621,Y,high,4,870.0,1420.0,550.0,1192.5,0.461216,1.632184,56,Cube 150x150x150mm,3678,"Unknown, Railway Engineering, 2011",56,Cube 150x150x150mm,3-SehA-20-4,330,47.666,0,168,168,6,84,500,4,-4,1400
2621,Y,high,4,870.0,1420.0,550.0,1192.5,0.461216,1.632184,56,Cube 150x150x150mm,3696,"Unknown, Railway Engineering, 2011",56,Cube 150x150x150mm,21-SehA-40-4,330,47.666,0,168,168,6,84,500,4,-4,1080
2621,Y,high,4,870.0,1420.0,550.0,1192.5,0.461216,1.632184,56,Cube 150x150x150mm,3698,"Unknown, Railway Engineering, 2011",56,Cube 150x150x150mm,23-SehA-60-4,330,47.666,0,168,168,6,84,500,4,-4,870
717,Y,high,3,6588.0,9749.0,3161.0,8257.6667,0.382796,1.479812,39.82,prism,1005,"Axial load behavior of square CFT stub column with binding bars, Jian Cai; Zhen-Qiang He, Unknown, 2005",39.82,prism,C12,345.04,39.82,0,300,300,12,0,1500,0,0,9749
717,Y,high,3,6588.0,9749.0,3161.0,8257.6667,0.382796,1.479812,39.82,prism,1004,"Axial load behavior of square CFT stub column with binding bars, Jian Cai; Zhen-Qiang He, Unknown, 2005",39.82,prism,C11,345.04,39.82,0,300,300,12,0,1500,0,0,8436
717,Y,high,3,6588.0,9749.0,3161.0,8257.6667,0.382796,1.479812,39.82,prism,1003,"Axial load behavior of square CFT stub column with binding bars, Jian Cai; Zhen-Qiang He, Unknown, 2005",39.82,prism,C10,345.04,39.82,0,300,300,12,0,1500,0,0,6588
