Ref.No.,fc (MPa),type (规格备注),试件标号,fy (MPa),fcy150,R再生骨料取代率(%),b (mm),h (mm),t (mm),r0 (mm),L (mm),e1 (mm),e2 (mm),Nexp (kN)
"局部腐蚀对圆钢管混凝土压弯构件力学性能影响的研究, 张锐, 华东交通大学硕士学位论文, 2021",58.3,Cube 150x150x150mm,A2_O10_b,340.26,49.828,0,114.66,114.66,3.62,57.33,1400,17,17,458
"局部腐蚀对圆钢管混凝土压弯构件力学性能影响的研究, 张锐, 华东交通大学硕士学位论文, 2021",58.3,Cube 150x150x150mm,A2_O20_a,340.26,49.828,0,114.7,114.7,3.66,57.35,1400,17,17,430
"局部腐蚀对圆钢管混凝土压弯构件力学性能影响的研究, 张锐, 华东交通大学硕士学位论文, 2021",58.3,Cube 150x150x150mm,A2_O20_b,340.26,49.828,0,114.78,114.78,3.62,57.39,1400,17,17,432
"局部腐蚀对圆钢管混凝土压弯构件力学性能影响的研究, 张锐, 华东交通大学硕士学位论文, 2021",58.3,Cube 150x150x150mm,A2_O30_a,340.26,49.828,0,114.7,114.7,3.61,57.35,1400,17,17,376
"局部腐蚀对圆钢管混凝土压弯构件力学性能影响的研究, 张锐, 华东交通大学硕士学位论文, 2021",58.3,Cube 150x150x150mm,A2_O35_a,340.26,49.828,0,114.57,114.57,3.62,57.285,1400,17,17,343
"局部腐蚀对圆钢管混凝土压弯构件力学性能影响的研究, 张锐, 华东交通大学硕士学位论文, 2021",58.3,Cube 150x150x150mm,A2_O35_b,340.26,49.828,0,114.63,114.63,3.61,57.315,1400,17,17,335
"局部腐蚀对圆钢管混凝土压弯构件力学性能影响的研究, 张锐, 华东交通大学硕士学位论文, 2021",58.3,Cube 150x150x150mm,A3_O10_a,340.26,49.828,0,114.71,114.71,3.64,57.355,1400,17,17,463
"局部腐蚀对圆钢管混凝土压弯构件力学性能影响的研究, 张锐, 华东交通大学硕士学位论文, 2021",58.3,Cube 150x150x150mm,A3_O10_b,340.26,49.828,0,114.7,114.7,3.61,57.35,1400,17,17,467
"局部腐蚀对圆钢管混凝土压弯构件力学性能影响的研究, 张锐, 华东交通大学硕士学位论文, 2021",58.3,Cube 150x150x150mm,A3_O20_a,340.26,49.828,0,114.66,114.66,3.62,57.33,1400,17,17,418
"局部腐蚀对圆钢管混凝土压弯构件力学性能影响的研究, 张锐, 华东交通大学硕士学位论文, 2021",58.3,Cube 150x150x150mm,A3_O20_b,340.26,49.828,0,114.72,114.72,3.62,57.36,1400,17,17,432
"局部腐蚀对圆钢管混凝土压弯构件力学性能影响的研究, 张锐, 华东交通大学硕士学位论文, 2021",58.3,Cube 150x150x150mm,A3_O25_a,340.26,49.828,0,114.76,114.76,3.66,57.38,1400,17,17,368
"局部腐蚀对圆钢管混凝土压弯构件力学性能影响的研究, 张锐, 华东交通大学硕士学位论文, 2021",58.3,Cube 150x150x150mm,A3_O25_b,340.26,49.828,0,114.71,114.71,3.67,57.355,1400,17,17,326
"局部腐蚀对圆钢管混凝土压弯构件力学性能影响的研究, 张锐, 华东交通大学硕士学位论文, 2021",58.3,Cube 150x150x150mm,A2_B10_a,340.26,49.828,0,114.65,114.65,3.64,57.325,1400,17,17,490
"局部腐蚀对圆钢管混凝土压弯构件力学性能影响的研究, 张锐, 华东交通大学硕士学位论文, 2021",58.3,Cube 150x150x150mm,A2_B10_b,340.26,49.828,0,114.67,114.67,3.63,57.335,1400,17,17,485
"局部腐蚀对圆钢管混凝土压弯构件力学性能影响的研究, 张锐, 华东交通大学硕士学位论文, 2021",58.3,Cube 150x150x150mm,A2_B20_a,340.26,49.828,0,114.6,114.6,3.64,57.3,1400,17,17,435
"局部腐蚀对圆钢管混凝土压弯构件力学性能影响的研究, 张锐, 华东交通大学硕士学位论文, 2021",58.3,Cube 150x150x150mm,A2_B20_b,340.26,49.828,0,114.7,114.7,3.63,57.35,1400,17,17,471
"局部腐蚀对圆钢管混凝土压弯构件力学性能影响的研究, 张锐, 华东交通大学硕士学位论文, 2021",58.3,Cube 150x150x150mm,A2_B30_a,340.26,49.828,0,114.69,114.69,3.66,57.345,1400,17,17,410
"局部腐蚀对圆钢管混凝土压弯构件力学性能影响的研究, 张锐, 华东交通大学硕士学位论文, 2021",58.3,Cube 150x150x150mm,A2_B35_a,340.26,49.828,0,114.79,114.79,3.6,57.395,1400,17,17,400
"局部腐蚀对圆钢管混凝土压弯构件力学性能影响的研究, 张锐, 华东交通大学硕士学位论文, 2021",58.3,Cube 150x150x150mm,A2_B35_b,340.26,49.828,0,114.7,114.7,3.6,57.35,1400,17,17,385
"局部腐蚀对圆钢管混凝土压弯构件力学性能影响的研究, 张锐, 华东交通大学硕士学位论文, 2021",58.3,Cube 150x150x150mm,A3_B10_a,340.26,49.828,0,114.62,114.62,3.61,57.31,1400,17,17,507
"局部腐蚀对圆钢管混凝土压弯构件力学性能影响的研究, 张锐, 华东交通大学硕士学位论文, 2021",58.3,Cube 150x150x150mm,A3_B20_a,340.26,49.828,0,114.65,114.65,3.61,57.325,1400,17,17,442
"局部腐蚀对圆钢管混凝土压弯构件力学性能影响的研究, 张锐, 华东交通大学硕士学位论文, 2021",58.3,Cube 150x150x150mm,A3_B20_b,340.26,49.828,0,114.81,114.81,3.79,57.405,1400,17,17,426
"局部腐蚀对圆钢管混凝土压弯构件力学性能影响的研究, 张锐, 华东交通大学硕士学位论文, 2021",58.3,Cube 150x150x150mm,A3_B25_a,340.26,49.828,0,114.68,114.68,3.6,57.34,1400,17,17,392
"局部腐蚀对圆钢管混凝土压弯构件力学性能影响的研究, 张锐, 华东交通大学硕士学位论文, 2021",58.3,Cube 150x150x150mm,A3_B25_b,340.26,49.828,0,114.69,114.69,3.64,57.345,1400,17,17,376
"局部腐蚀对圆钢管混凝土压弯构件力学性能影响的研究, 张锐, 华东交通大学硕士学位论文, 2021",58.3,Cube 150x150x150mm,A2_M10_a,340.26,49.828,0,114.76,114.76,3.62,57.38,1400,17,17,358
"局部腐蚀对圆钢管混凝土压弯构件力学性能影响的研究, 张锐, 华东交通大学硕士学位论文, 2021",58.3,Cube 150x150x150mm,A2_M10_b,340.26,49.828,0,114.75,114.75,3.62,57.375,1400,17,17,384
"局部腐蚀对圆钢管混凝土压弯构件力学性能影响的研究, 张锐, 华东交通大学硕士学位论文, 2021",58.3,Cube 150x150x150mm,A2_M20_a,340.26,49.828,0,114.34,114.34,3.64,57.17,1400,17,17,393
"局部腐蚀对圆钢管混凝土压弯构件力学性能影响的研究, 张锐, 华东交通大学硕士学位论文, 2021",58.3,Cube 150x150x150mm,A2_M20_b,340.26,49.828,0,114.6,114.6,3.62,57.3,1400,17,17,411
"局部腐蚀对圆钢管混凝土压弯构件力学性能影响的研究, 张锐, 华东交通大学硕士学位论文, 2021",58.3,Cube 150x150x150mm,A2_M30_a,340.26,49.828,0,114.68,114.68,3.65,57.34,1400,17,17,385
"局部腐蚀对圆钢管混凝土压弯构件力学性能影响的研究, 张锐, 华东交通大学硕士学位论文, 2021",58.3,Cube 150x150x150mm,A2_M30_b,340.26,49.828,0,114.77,114.77,3.68,57.385,1400,17,17,356
"局部腐蚀对圆钢管混凝土压弯构件力学性能影响的研究, 张锐, 华东交通大学硕士学位论文, 2021",58.3,Cube 150x150x150mm,A2_M35_a,340.26,49.828,0,114.7,114.7,3.61,57.35,1400,17,17,308
"局部腐蚀对圆钢管混凝土压弯构件力学性能影响的研究, 张锐, 华东交通大学硕士学位论文, 2021",58.3,Cube 150x150x150mm,A2_M35_b,340.26,49.828,0,114.72,114.72,3.62,57.36,1400,17,17,324
"局部腐蚀对圆钢管混凝土压弯构件力学性能影响的研究, 张锐, 华东交通大学硕士学位论文, 2021",58.3,Cube 150x150x150mm,A3_M10_a,340.26,49.828,0,114.69,114.69,3.63,57.345,1400,17,17,402
"局部腐蚀对圆钢管混凝土压弯构件力学性能影响的研究, 张锐, 华东交通大学硕士学位论文, 2021",58.3,Cube 150x150x150mm,A3_M10_b,340.26,49.828,0,114.72,114.72,3.62,57.36,1400,17,17,467
"局部腐蚀对圆钢管混凝土压弯构件力学性能影响的研究, 张锐, 华东交通大学硕士学位论文, 2021",58.3,Cube 150x150x150mm,A3_M20_a,340.26,49.828,0,114.7,114.7,3.62,57.35,1400,17,17,364
"局部腐蚀对圆钢管混凝土压弯构件力学性能影响的研究, 张锐, 华东交通大学硕士学位论文, 2021",58.3,Cube 150x150x150mm,A3_M20_b,340.26,49.828,0,114.7,114.7,3.62,57.35,1400,17,17,374
"局部腐蚀对圆钢管混凝土压弯构件力学性能影响的研究, 张锐, 华东交通大学硕士学位论文, 2021",58.3,Cube 150x150x150mm,A3_M25_a,340.26,49.828,0,114.64,114.64,3.63,57.32,1400,17,17,325
"局部腐蚀对圆钢管混凝土压弯构件力学性能影响的研究, 张锐, 华东交通大学硕士学位论文, 2021",58.3,Cube 150x150x150mm,A3_M25_b,340.26,49.828,0,114.63,114.63,3.6,57.315,1400,17,17,340
"Experimental behaviour of tapered CFST columns under combined compression and bending, Qing-Xin Ren; Lin-Hai Han; Chao Hou; You-Xing Hua, Journal of Constructional Steel Research, 2017",62.8,cube,cc1-1,389.3,54.08,0,200,200,2.92,100,1500,40,40,955
"Experimental behaviour of tapered CFST columns under combined compression and bending, Qing-Xin Ren; Lin-Hai Han; Chao Hou; You-Xing Hua, Journal of Constructional Steel Research, 2017",62.8,cube,cc1-2,389.3,54.08,0,200,200,2.92,100,1500,40,40,943
"Experimental behaviour of tapered CFST columns under combined compression and bending, Qing-Xin Ren; Lin-Hai Han; Chao Hou; You-Xing Hua, Journal of Constructional Steel Research, 2017",62.8,cube,cc3-1,389.3,54.08,0,200,200,2.92,100,1500,20,20,1454
"Experimental behaviour of tapered CFST columns under combined compression and bending, Qing-Xin Ren; Lin-Hai Han; Chao Hou; You-Xing Hua, Journal of Constructional Steel Research, 2017",62.8,cube,cc3-2,389.3,54.08,0,200,200,2.92,100,1500,20,20,1436
"Experimental behaviour of tapered CFST columns under combined compression and bending, Qing-Xin Ren; Lin-Hai Han; Chao Hou; You-Xing Hua, Journal of Constructional Steel Research, 2017",62.8,cube,cc4-1,389.3,54.08,0,200,200,2.92,100,1500,0,0,1932
"Experimental behaviour of tapered CFST columns under combined compression and bending, Qing-Xin Ren; Lin-Hai Han; Chao Hou; You-Xing Hua, Journal of Constructional Steel Research, 2017",62.8,cube,cc4-2,389.3,54.08,0,200,200,2.92,100,1500,0,0,1963
"Experimental behaviour of tapered CFST columns under combined compression and bending, Qing-Xin Ren; Lin-Hai Han; Chao Hou; You-Xing Hua, Journal of Constructional Steel Research, 2017",62.8,cube,cc5-1,389.3,54.08,0,200,200,2.92,100,3000,40,40,500
"Experimental behaviour of tapered CFST columns under combined compression and bending, Qing-Xin Ren; Lin-Hai Han; Chao Hou; You-Xing Hua, Journal of Constructional Steel Research, 2017",62.8,cube,cc5-2,389.3,54.08,0,200,200,2.92,100,3000,40,40,534
"Engineering Structures | Experimental behaviour of concrete-filled double-skin corrugated steel tubes under eccentric compression | Bo Lu, Hua Yang, Yong Fang | 2025",47.8,fck150,C-1.6-0.6-2%-75,306.1,47.8,0,413,413,1.55,206.5,1200,150,150,2099.8
"Engineering Structures | Experimental behaviour of concrete-filled double-skin corrugated steel tubes under eccentric compression | Bo Lu, Hua Yang, Yong Fang | 2025",47.8,fck150,C-1.2-0.6-2%-50,265.1,47.8,0,412.5,412.5,1.13,206.25,1200,100,100,2771.6
"Engineering Structures | Experimental behaviour of concrete-filled double-skin corrugated steel tubes under eccentric compression | Bo Lu, Hua Yang, Yong Fang | 2025",47.8,fck150,C-1.6-0.6-2%-50,306.1,47.8,0,413,413,1.55,206.5,1200,100,100,2895.1
"Engineering Structures | Experimental behaviour of concrete-filled double-skin corrugated steel tubes under eccentric compression | Bo Lu, Hua Yang, Yong Fang | 2025",47.8,fck150,C-1.6-0.6-2%-25,306.1,47.8,0,413,413,1.55,206.5,1200,50,50,3938.1
"Engineering Structures | Experimental behaviour of concrete-filled double-skin corrugated steel tubes under eccentric compression | Bo Lu, Hua Yang, Yong Fang | 2025",47.8,fck150,C-1.6-0.6-1%-50,306.1,47.8,0,413,413,1.55,206.5,1200,100,100,2787.3
"Engineering Structures | Experimental behaviour of concrete-filled double-skin corrugated steel tubes under eccentric compression | Bo Lu, Hua Yang, Yong Fang | 2025",47.8,fck150,C-1.6-0.4-2%-25,306.1,47.8,0,413,413,1.55,206.5,1200,50,50,5197.5
"Engineering Structures | Experimental behaviour of concrete-filled double-skin corrugated steel tubes under eccentric compression | Bo Lu, Hua Yang, Yong Fang | 2025",47.8,fck150,C-1.6-0.6-3%-50,306.1,47.8,0,413,413,1.55,206.5,1200,100,100,3045.9
"Engineering Structures | Experimental behaviour of concrete-filled double-skin corrugated steel tubes under eccentric compression | Bo Lu, Hua Yang, Yong Fang | 2025",47.8,fck150,C-1.6-0.4-2%-50,306.1,47.8,0,413,413,1.55,206.5,1200,100,100,3534.9
"Engineering Structures | Experimental behaviour of concrete-filled double-skin corrugated steel tubes under eccentric compression | Bo Lu, Hua Yang, Yong Fang | 2025",47.8,fck150,C-1.4-0.6-2%-50,347.3,47.8,0,412.4,412.4,1.39,206.2,1200,100,100,2819.5
"Engineering Structures | Experimental behaviour of concrete-filled double-skin corrugated steel tubes under eccentric compression | Bo Lu, Hua Yang, Yong Fang | 2025",47.8,fck150,C-1.6-0.7-2%-50,306.1,47.8,0,413,413,1.55,206.5,1200,100,100,2454.1
"Engineering Structures | Experimental behaviour of concrete-filled double-skin corrugated steel tubes under eccentric compression | Bo Lu, Hua Yang, Yong Fang | 2025",47.8,fck150,C-1.6-0.7-2%-25,306.1,47.8,0,413,413,1.55,206.5,1200,50,50,3368.8
"Journal of Constructional Steel Research | Performance of spirally reinforced high-strength circular CFST column under eccentric compression | Wei-Jie Li, Wei Li | 2024",108.5,fcu150,CE2-1,620.6,98.58686857,0,203,203,4,101.5,600,59.9,59.9,3058.3
"Journal of Constructional Steel Research | Performance of spirally reinforced high-strength circular CFST column under eccentric compression | Wei-Jie Li, Wei Li | 2024",108.5,fcu150,CE3-1,771.7,98.58686857,0,203,203,4,101.5,600,59.9,59.9,2821.2
"Journal of Constructional Steel Research | Performance of spirally reinforced high-strength circular CFST column under eccentric compression | Wei-Jie Li, Wei Li | 2024",108.5,fcu150,CE4-2,771.7,98.58686857,0,203,203,4,101.5,600,59.9,59.9,3132.4
"Journal of Constructional Steel Research | Performance of spirally reinforced high-strength circular CFST column under eccentric compression | Wei-Jie Li, Wei Li | 2024",108.5,fcu150,CE3-2,771.7,98.58686857,0,203,203,4,101.5,600,59.9,59.9,2953.5
"Journal of Constructional Steel Research | Performance of spirally reinforced high-strength circular CFST column under eccentric compression | Wei-Jie Li, Wei Li | 2024",108.5,fcu150,CE2-2,620.6,98.58686857,0,203,203,4,101.5,600,59.9,59.9,2961.3
"Journal of Constructional Steel Research | Performance of spirally reinforced high-strength circular CFST column under eccentric compression | Wei-Jie Li, Wei Li | 2024",108.5,fcu150,CE4-1,771.7,98.58686857,0,203,203,4,101.5,600,59.9,59.9,3214.8
"Journal of Constructional Steel Research | Performance of spirally reinforced high-strength circular CFST column under eccentric compression | Wei-Jie Li, Wei Li | 2024",108.5,fcu150,CE1-2,620.6,98.58686857,0,203,203,4,101.5,600,59.9,59.9,2524.2
"Journal of Constructional Steel Research | Performance of spirally reinforced high-strength circular CFST column under eccentric compression | Wei-Jie Li, Wei Li | 2024",108.5,fcu150,CE1-1,620.6,98.58686857,0,203,203,4,101.5,600,59.9,59.9,2137.1
"Journal of Constructional Steel Research | Axial compressive behavior of high-strength concrete-filled steel tube with multiple confinement effects | Fei Yin, Ji-Wei Si, Ru-Wei Wang, Wan-Lin Cao, Zheng Chen | 2024",76.9,fcu150,CFST-IS-SS,324,67.57464873,0,508,508,9,254,1500,0,0,25460
"Journal of Constructional Steel Research | Axial compressive behavior of high-strength concrete-filled steel tube with multiple confinement effects | Fei Yin, Ji-Wei Si, Ru-Wei Wang, Wan-Lin Cao, Zheng Chen | 2024",76.9,fcu150,CFST-IS,324,67.57464873,0,508,508,9,254,1500,0,0,23410
"Journal of Constructional Steel Research | Axial compressive behavior of high-strength concrete-filled steel tube with multiple confinement effects | Fei Yin, Ji-Wei Si, Ru-Wei Wang, Wan-Lin Cao, Zheng Chen | 2024",76.9,fcu150,CFST-H-L-R,324,67.57464873,0,508,508,9,254,1500,0,0,25490
"Journal of Constructional Steel Research | Axial compressive behavior of high-strength concrete-filled steel tube with multiple confinement effects | Fei Yin, Ji-Wei Si, Ru-Wei Wang, Wan-Lin Cao, Zheng Chen | 2024",76.9,fcu150,CFST-H-L,324,67.57464873,0,508,508,9,254,1500,0,0,20510
"Journal of Constructional Steel Research | Axial compressive behavior of high-strength concrete-filled steel tube with multiple confinement effects | Fei Yin, Ji-Wei Si, Ru-Wei Wang, Wan-Lin Cao, Zheng Chen | 2024",76.9,fcu150,CFST-H,324,67.57464873,0,508,508,9,254,1500,0,0,20270
"Advanced Engineering Sciences | 高强钢管约束自应力混凝土短柱轴压性能试验 (Test on Axial Compression Performance of High-strength Steel Tube Confined Self-stress Concrete Short Column) | ZHENG Yuzhou, CHEN Li, ZHU Xiaolong... | 2022",62,"fcu,150",SC3,554,53.32,0,168,168,12.5,84,400,0,0,6473
"Advanced Engineering Sciences | 高强钢管约束自应力混凝土短柱轴压性能试验 (Test on Axial Compression Performance of High-strength Steel Tube Confined Self-stress Concrete Short Column) | ZHENG Yuzhou, CHEN Li, ZHU Xiaolong... | 2022",84,"fcu,150",SC5,554,74.46,0,168,168,12.5,84,400,0,0,8756
"Advanced Engineering Sciences | 高强钢管约束自应力混凝土短柱轴压性能试验 (Test on Axial Compression Performance of High-strength Steel Tube Confined Self-stress Concrete Short Column) | ZHENG Yuzhou, CHEN Li, ZHU Xiaolong... | 2022",84,"fcu,150",SC6,554,74.46,0,168,168,12.5,84,400,0,0,8714
"Advanced Engineering Sciences | 高强钢管约束自应力混凝土短柱轴压性能试验 (Test on Axial Compression Performance of High-strength Steel Tube Confined Self-stress Concrete Short Column) | ZHENG Yuzhou, CHEN Li, ZHU Xiaolong... | 2022",84,"fcu,150",SC7,554,74.46,0,168,168,9.5,84,400,0,0,7077
"Advanced Engineering Sciences | 高强钢管约束自应力混凝土短柱轴压性能试验 (Test on Axial Compression Performance of High-strength Steel Tube Confined Self-stress Concrete Short Column) | ZHENG Yuzhou, CHEN Li, ZHU Xiaolong... | 2022",84,"fcu,150",SC1,554,74.46,0,168,168,12.5,84,400,0,0,6650
"Advanced Engineering Sciences | 高强钢管约束自应力混凝土短柱轴压性能试验 (Test on Axial Compression Performance of High-strength Steel Tube Confined Self-stress Concrete Short Column) | ZHENG Yuzhou, CHEN Li, ZHU Xiaolong... | 2022",74,"fcu,150",SC2,554,64.78,0,168,168,12.5,84,400,0,0,6628
"桥梁建设 | 纵筋配筋率对配筋钢管混凝土柱受压性能的影响 | 阿里甫江·夏木西, 麦麦提亚森·麦麦提敏, 刘晓蕊 | 2020",26.95,"fcy,100",CF-3,284,26.95,0,219,219,2.75,109.5,600,0,0,2048.4
"桥梁建设 | 纵筋配筋率对配筋钢管混凝土柱受压性能的影响 | 阿里甫江·夏木西, 麦麦提亚森·麦麦提敏, 刘晓蕊 | 2020",26.95,"fcy,100",RF132-1,284,26.95,0,219,219,2.75,109.5,600,0,0,2473.8
"桥梁建设 | 纵筋配筋率对配筋钢管混凝土柱受压性能的影响 | 阿里甫江·夏木西, 麦麦提亚森·麦麦提敏, 刘晓蕊 | 2020",26.95,"fcy,100",RF132-2,284,26.95,0,219,219,2.75,109.5,600,0,0,2473.8
"桥梁建设 | 纵筋配筋率对配筋钢管混凝土柱受压性能的影响 | 阿里甫江·夏木西, 麦麦提亚森·麦麦提敏, 刘晓蕊 | 2020",26.95,"fcy,100",RF258-1,284,26.95,0,219,219,2.75,109.5,600,0,0,2647
"桥梁建设 | 纵筋配筋率对配筋钢管混凝土柱受压性能的影响 | 阿里甫江·夏木西, 麦麦提亚森·麦麦提敏, 刘晓蕊 | 2020",26.95,"fcy,100",RF637-1,284,26.95,0,219,219,2.75,109.5,600,0,0,3165.3
"桥梁建设 | 纵筋配筋率对配筋钢管混凝土柱受压性能的影响 | 阿里甫江·夏木西, 麦麦提亚森·麦麦提敏, 刘晓蕊 | 2020",26.95,"fcy,100",RF427-1,284,26.95,0,219,219,2.75,109.5,600,0,0,2921
"桥梁建设 | 纵筋配筋率对配筋钢管混凝土柱受压性能的影响 | 阿里甫江·夏木西, 麦麦提亚森·麦麦提敏, 刘晓蕊 | 2020",26.95,"fcy,100",RF047-2,284,26.95,0,219,219,2.75,109.5,600,0,0,2173.8
"桥梁建设 | 纵筋配筋率对配筋钢管混凝土柱受压性能的影响 | 阿里甫江·夏木西, 麦麦提亚森·麦麦提敏, 刘晓蕊 | 2020",26.95,"fcy,100",RF258-2,284,26.95,0,219,219,2.75,109.5,600,0,0,2647
"桥梁建设 | 纵筋配筋率对配筋钢管混凝土柱受压性能的影响 | 阿里甫江·夏木西, 麦麦提亚森·麦麦提敏, 刘晓蕊 | 2020",26.95,"fcy,100",RF427-2,284,26.95,0,219,219,2.75,109.5,600,0,0,2921
"桥梁建设 | 纵筋配筋率对配筋钢管混凝土柱受压性能的影响 | 阿里甫江·夏木西, 麦麦提亚森·麦麦提敏, 刘晓蕊 | 2020",26.95,"fcy,100",CF-1,284,26.95,0,219,219,2.75,109.5,600,0,0,2048.4
"桥梁建设 | 纵筋配筋率对配筋钢管混凝土柱受压性能的影响 | 阿里甫江·夏木西, 麦麦提亚森·麦麦提敏, 刘晓蕊 | 2020",26.95,"fcy,100",RF637-2,284,26.95,0,219,219,2.75,109.5,600,0,0,3165.3
"桥梁建设 | 纵筋配筋率对配筋钢管混凝土柱受压性能的影响 | 阿里甫江·夏木西, 麦麦提亚森·麦麦提敏, 刘晓蕊 | 2020",26.95,"fcy,100",RF047-1,284,26.95,0,219,219,2.75,109.5,600,0,0,2173.8
"桥梁建设 | 纵筋配筋率对配筋钢管混凝土柱受压性能的影响 | 阿里甫江·夏木西, 麦麦提亚森·麦麦提敏, 刘晓蕊 | 2020",26.95,"fcy,100",CF-2,284,26.95,0,219,219,2.75,109.5,600,0,0,2048.4
"建筑结构学报 | 内填料石钢管混凝土中长柱轴压性能试验研究 | 谢菁, 叶勇, 刘阳... | 2023",62.3,"fcu,150",t6-s0-1,325,53.61,0,219,219,6,109.5,1200,0,0,3416
"建筑结构学报 | 内填料石钢管混凝土中长柱轴压性能试验研究 | 谢菁, 叶勇, 刘阳... | 2023",62.3,"fcu,150",t6-s100-1,325,53.61,0,219,219,6,109.5,1200,0,0,4433
"建筑结构学报 | 内填料石钢管混凝土中长柱轴压性能试验研究 | 谢菁, 叶勇, 刘阳... | 2023",62.3,"fcu,150",t6-s75-1,325,53.61,0,219,219,6,109.5,1200,0,0,4328
"建筑结构学报 | 内填料石钢管混凝土中长柱轴压性能试验研究 | 谢菁, 叶勇, 刘阳... | 2023",62.3,"fcu,150",t12-s125-2,310,53.61,0,219,219,12,109.5,1200,0,0,5188
"建筑结构学报 | 内填料石钢管混凝土中长柱轴压性能试验研究 | 谢菁, 叶勇, 刘阳... | 2023",62.3,"fcu,150",t12-s100-2,310,53.61,0,219,219,12,109.5,1200,0,0,5926
"建筑结构学报 | 内填料石钢管混凝土中长柱轴压性能试验研究 | 谢菁, 叶勇, 刘阳... | 2023",62.3,"fcu,150",t12-s75-2,310,53.61,0,219,219,12,109.5,1200,0,0,5271
"建筑结构学报 | 内填料石钢管混凝土中长柱轴压性能试验研究 | 谢菁, 叶勇, 刘阳... | 2023",62.3,"fcu,150",t12-s0-2,310,53.61,0,219,219,12,109.5,1200,0,0,4228
"建筑结构学报 | 内填料石钢管混凝土中长柱轴压性能试验研究 | 谢菁, 叶勇, 刘阳... | 2023",62.3,"fcu,150",t8-s125-2,335,53.61,0,219,219,8,109.5,1200,0,0,6157
"建筑结构学报 | 内填料石钢管混凝土中长柱轴压性能试验研究 | 谢菁, 叶勇, 刘阳... | 2023",62.3,"fcu,150",t8-s100-2,335,53.61,0,219,219,8,109.5,1200,0,0,5527
"建筑结构学报 | 内填料石钢管混凝土中长柱轴压性能试验研究 | 谢菁, 叶勇, 刘阳... | 2023",62.3,"fcu,150",t8-s75-2,335,53.61,0,219,219,8,109.5,1200,0,0,4912
"建筑结构学报 | 内填料石钢管混凝土中长柱轴压性能试验研究 | 谢菁, 叶勇, 刘阳... | 2023",62.3,"fcu,150",t8-s0-2,335,53.61,0,219,219,8,109.5,1200,0,0,3939
"建筑结构学报 | 内填料石钢管混凝土中长柱轴压性能试验研究 | 谢菁, 叶勇, 刘阳... | 2023",62.3,"fcu,150",t6-s125-1,325,53.61,0,219,219,6,109.5,1200,0,0,6394
"Journal of Building Engineering | Eccentric loading behavior of square PBL-stiffened double-skin sandwich composite slender columns | Zhongqi Chen, Zhansheng Lin, Zhao Xu... | 2025",39.5,"fcu,150",LACP-30,444,32.42,0,200,100,3,0,1680,30,30,1909
"Journal of Building Engineering | Eccentric loading behavior of square PBL-stiffened double-skin sandwich composite slender columns | Zhongqi Chen, Zhansheng Lin, Zhao Xu... | 2025",39.5,"fcu,150",LACP-10,444,32.42,0,200,100,3,0,1680,10,10,2030
"Journal of Building Engineering | Eccentric loading behavior of square PBL-stiffened double-skin sandwich composite slender columns | Zhongqi Chen, Zhansheng Lin, Zhao Xu... | 2025",39.5,"fcu,150",LAC-30,444,32.42,0,200,100,3,0,1680,30,30,1356
"Journal of Building Engineering | Eccentric loading behavior of square PBL-stiffened double-skin sandwich composite slender columns | Zhongqi Chen, Zhansheng Lin, Zhao Xu... | 2025",39.5,"fcu,150",LACS-30,444,32.42,0,200,100,3,0,1680,30,30,1401
"Journal of Building Engineering | Eccentric loading behavior of square PBL-stiffened double-skin sandwich composite slender columns | Zhongqi Chen, Zhansheng Lin, Zhao Xu... | 2025",39.5,"fcu,150",LBCP-30,444,32.42,0,200,80,3,0,1680,30,30,1919
"Journal of Building Engineering | Eccentric loading behavior of square PBL-stiffened double-skin sandwich composite slender columns | Zhongqi Chen, Zhansheng Lin, Zhao Xu... | 2025",39.5,"fcu,150",LACP-50,444,32.42,0,200,100,3,0,1680,50,50,1466
"Structures | Experimental and theoretical study on the eccentric compression performance of novel L-shaped composite columns composed of HGM-filled square steel tubes | Zhou Yan, Lei Honggang | 2025",62.3,fck100x100x300,EL-C-30-180°,405,59.53410453,0,100,100,4,0,1500,30,30,1882.4
"Structures | Experimental and theoretical study on the eccentric compression performance of novel L-shaped composite columns composed of HGM-filled square steel tubes | Zhou Yan, Lei Honggang | 2025",62.3,fck100x100x300,EL-30-135°,405,59.53410453,0,100,100,4,0,1500,30,30,1089.9
"Structures | Experimental and theoretical study on the eccentric compression performance of novel L-shaped composite columns composed of HGM-filled square steel tubes | Zhou Yan, Lei Honggang | 2025",62.3,fck100x100x300,EL-30-45°,405,59.53410453,0,100,100,4,0,1500,30,30,1058.2
"Structures | Experimental and theoretical study on the eccentric compression performance of novel L-shaped composite columns composed of HGM-filled square steel tubes | Zhou Yan, Lei Honggang | 2025",62.3,fck100x100x300,EL-C-30-45°,405,59.53410453,0,100,100,4,0,1500,30,30,2083.1
"Structures | Experimental and theoretical study on the eccentric compression performance of novel L-shaped composite columns composed of HGM-filled square steel tubes | Zhou Yan, Lei Honggang | 2025",62.3,fck100x100x300,EL-C-30-135°,405,59.53410453,0,100,100,4,0,1500,30,30,2226.7
"Structures | Experimental and theoretical study on the eccentric compression performance of novel L-shaped composite columns composed of HGM-filled square steel tubes | Zhou Yan, Lei Honggang | 2025",62.3,fck100x100x300,EL-C-30-0°,405,59.53410453,0,100,100,4,0,1500,30,30,2020
