group_id,suspicious,severity,group_size,label_min,label_max,label_range,label_mean,rel_range,max_min_ratio,fc_values_in_group,type_values_in_group,source_row,Ref.No.,fc (MPa),type (规格备注),试件标号,fy (MPa),fcy150,R再生骨料取代率(%),b (mm),h (mm),t (mm),r0 (mm),L (mm),e1 (mm),e2 (mm),Nexp (kN)
3772,Y,medium,6,1307.0,1854.0,547.0,1553.3333,0.352146,1.418516,34.4,"fck,150",5066,"Engineering Structures | A unified formulation for circle and polygon concrete-filled steel tube columns under axial compression | Min Yu, Xiaoxiong Zha, Jianqiao Ye... | 2013",34.4,"fck,150",S2-S-2,322.8,34.4,0,200,200,3.9,0,3810,0,0,1549
3772,Y,medium,6,1307.0,1854.0,547.0,1553.3333,0.352146,1.418516,34.4,"fck,150",5063,"Engineering Structures | A unified formulation for circle and polygon concrete-filled steel tube columns under axial compression | Min Yu, Xiaoxiong Zha, Jianqiao Ye... | 2013",34.4,"fck,150",S3-S-1,322.8,34.4,0,200,200,3.9,0,3810,0,0,1424
3772,Y,medium,6,1307.0,1854.0,547.0,1553.3333,0.352146,1.418516,34.4,"fck,150",5062,"Engineering Structures | A unified formulation for circle and polygon concrete-filled steel tube columns under axial compression | Min Yu, Xiaoxiong Zha, Jianqiao Ye... | 2013",34.4,"fck,150",S3-S-2,322.8,34.4,0,200,200,3.9,0,3810,0,0,1307
1151,Y,medium,2,345.0,485.0,140.0,415.0,0.337349,1.405797,19.089,prism,1476,"Bias compression bearing capacity research of thin-walled square steel tube composite columns filled with demolished concrete lump, Unknown, Unknown, 2006",19.089,prism,CSS-E25M25-2,215,19.089,25,160,160,2.5,0,1400,25,25,485
1151,Y,medium,2,345.0,485.0,140.0,415.0,0.337349,1.405797,19.089,prism,1475,"Bias compression bearing capacity research of thin-walled square steel tube composite columns filled with demolished concrete lump, Unknown, Unknown, 2006",19.089,prism,CUS-E25M25-2,215,19.089,25,160,160,2.5,0,1400,25,25,345
1497,Y,medium,5,5241.0,7160.0,1919.0,6192.8,0.309876,1.366151,51.6,Cylinder 100x200,1976,"Axial performance of short concrete filled steel tubes with high- and ultra-high- strength materials, Ming-Xiang Xiong; De-Xin Xiong; J.Y. Richard Liew, Engineering Structures, 2017",51.6,Cylinder 100x200,DC8,381,49.309,0,219.1,219.1,10,109.55,600,0,0,7160
1497,Y,medium,5,5241.0,7160.0,1919.0,6192.8,0.309876,1.366151,51.6,Cylinder 100x200,1975,"Axial performance of short concrete filled steel tubes with high- and ultra-high- strength materials, Ming-Xiang Xiong; De-Xin Xiong; J.Y. Richard Liew, Engineering Structures, 2017",51.6,Cylinder 100x200,DC7,381,49.309,0,219.1,219.1,10,109.55,600,0,0,7022
1497,Y,medium,5,5241.0,7160.0,1919.0,6192.8,0.309876,1.366151,51.6,Cylinder 100x200,1973,"Axial performance of short concrete filled steel tubes with high- and ultra-high- strength materials, Ming-Xiang Xiong; De-Xin Xiong; J.Y. Richard Liew, Engineering Structures, 2017",51.6,Cylinder 100x200,DC5,381,49.309,0,219.1,219.1,10,109.55,600,0,0,6300
1497,Y,medium,5,5241.0,7160.0,1919.0,6192.8,0.309876,1.366151,51.6,Cylinder 100x200,1962,"Axial performance of short concrete filled steel tubes with high- and ultra-high- strength materials, Ming-Xiang Xiong; De-Xin Xiong; J.Y. Richard Liew, Engineering Structures, 2017",51.6,Cylinder 100x200,C12,381,49.309,0,219.1,219.1,10,109.55,600,0,0,5241
1497,Y,medium,5,5241.0,7160.0,1919.0,6192.8,0.309876,1.366151,51.6,Cylinder 100x200,3666,"Design of Concrete Filled Tubular Beam-columns with High Strength Steel and Concrete, J.Y. Richard Liew; Mingxiang Xiong; Dexin Xiong, Structures, 2016",51.6,Cylinder 100x200,S2-2-2,381,49.309,0,219.1,219.1,10,109.55,600,0,0,5241
2111,Y,medium,4,15402.0,18228.0,2826.0,16829.5,0.167919,1.183483,38,cube,2769,"大尺寸钢管混凝土柱承载力试验, 陈彦江; 李勇; 闫维明; 潘迪, Unknown, 2011",38,cube,ZY-50-2,342,31.065,0,500,500,10,250,1500,0,0,18228
2111,Y,medium,4,15402.0,18228.0,2826.0,16829.5,0.167919,1.183483,38,cube,2768,"大尺寸钢管混凝土柱承载力试验, 陈彦江; 李勇; 闫维明; 潘迪, Unknown, 2011",38,cube,ZY-50-1,342,31.065,0,500,500,10,250,1500,0,0,18042
2111,Y,medium,4,15402.0,18228.0,2826.0,16829.5,0.167919,1.183483,38,cube,2771,"大尺寸钢管混凝土柱承载力试验, 陈彦江; 李勇; 闫维明; 潘迪, Unknown, 2011",38,cube,ZY-50-4,342,31.065,0,500,500,10,250,1500,0,0,15646
2111,Y,medium,4,15402.0,18228.0,2826.0,16829.5,0.167919,1.183483,38,cube,2770,"大尺寸钢管混凝土柱承载力试验, 陈彦江; 李勇; 闫维明; 潘迪, Unknown, 2011",38,cube,ZY-50-3,342,31.065,0,500,500,10,250,1500,0,0,15402
