group_id,suspicious,severity,group_size,label_min,label_max,label_range,label_mean,rel_range,max_min_ratio,fc_values_in_group,type_values_in_group,source_row,Ref.No.,fc (MPa),type (规格备注),试件标号,fy (MPa),fcy150,R再生骨料取代率(%),b (mm),h (mm),t (mm),r0 (mm),L (mm),e1 (mm),e2 (mm),Nexp (kN)
3225,,low,2,1374.7,1427.6,52.9,1401.15,0.037755,1.038481,125.5,"fcu,100",4524,"Engineering Structures | Experimental study on the behavior of circular ultra-high strength concrete-filled steel tube columns subjected to unequal end moments | Siqi Lin, Zhiming Li, Zhao-hui Lu... | 2022",125.5,"fcu,100",M_b0_e1_1,397.6,110.01,0,159,159,4.7,79.5,1192.5,0,63.6,1374.7
3328,,low,2,1810.6,1880.2,69.6,1845.4,0.037715,1.03844,60.1,fcy150,4668,"Structures | Mechanical behavior of steel-fiber-reinforced self-stressing concrete filled steel tube columns subjected to eccentric loading | Zhenzhen Liu, Dongming Huang, Na Li... | 2022",60.1,fcy150,e0.1-t3.5-c-1.2,329.7,60.1,0,165,165,3.5,82.5,500,8.3,8.3,1880.2
3328,,low,2,1810.6,1880.2,69.6,1845.4,0.037715,1.03844,60.1,fcy150,4653,"Structures | Mechanical behavior of steel-fiber-reinforced self-stressing concrete filled steel tube columns subjected to eccentric loading | Zhenzhen Liu, Dongming Huang, Na Li... | 2022",60.1,fcy150,e0.1-t3.5-c-0.6,329.7,60.1,0,165,165,3.5,82.5,500,8.3,8.3,1810.6
243,,low,2,813.0,844.0,31.0,828.5,0.037417,1.03813,41.83,cube,346,"方钢管混杂再生骨料混凝土柱的受压性能试验研究, 刘俊杰, Unknown, 2018",41.83,cube,LP-A-1,316,34.545,100,150,150,2.5,0,1750,10,10,844
243,,low,2,813.0,844.0,31.0,828.5,0.037417,1.03813,41.83,cube,347,"方钢管混杂再生骨料混凝土柱的受压性能试验研究, 刘俊杰, Unknown, 2018",41.83,cube,LP-A-2,316,34.545,100,150,150,2.5,0,1750,10,10,813
3156,,low,2,341.0,354.0,13.0,347.5,0.03741,1.038123,36,"fcu,150",4427,"JOURNAL OF THE CHINA RAILWAY SOCIETY | Research on Mechanical Behavior of Recycled Ceramics Concrete-filled Double Skin Circular Steel Tubular Members under Eccentric Compression | ZUO Yong, HUANG Hong, WANG Yi... | 2023",36,"fcu,150",HRM-6,325,29.26,100,114,114,3,57,600,34.2,34.2,354
3156,,low,2,341.0,354.0,13.0,347.5,0.03741,1.038123,36,"fcu,150",4442,"JOURNAL OF THE CHINA RAILWAY SOCIETY | Research on Mechanical Behavior of Recycled Ceramics Concrete-filled Double Skin Circular Steel Tubular Members under Eccentric Compression | ZUO Yong, HUANG Hong, WANG Yi... | 2023",36,"fcu,150",SRM-6,325,29.26,100,114,114,3,57,600,34.2,34.2,341
4118,,low,4,3261.0,3385.0,124.0,3323.0,0.037316,1.038025,85,fcu150,5696,"Yang GJ. Research on Behavior and Ultimate Bearing Capacity of Reactive Powder Concrete-Filled Steel Tube Columns under Axial Compression[D]. Beijing Jiaotong University, 2013",85,fcu150,A-12-1,402,93.7767476,0,133,133,12,66.5,400,0,0,3385
4118,,low,4,3261.0,3385.0,124.0,3323.0,0.037316,1.038025,85,fcu150,5697,"Yang GJ. Research on Behavior and Ultimate Bearing Capacity of Reactive Powder Concrete-Filled Steel Tube Columns under Axial Compression[D]. Beijing Jiaotong University, 2013",85,fcu150,A-12-2,402,93.7767476,0,133,133,12,66.5,400,0,0,3385
4118,,low,4,3261.0,3385.0,124.0,3323.0,0.037316,1.038025,85,fcu150,5698,"Yang GJ. Research on Behavior and Ultimate Bearing Capacity of Reactive Powder Concrete-Filled Steel Tube Columns under Axial Compression[D]. Beijing Jiaotong University, 2013",85,fcu150,B-12-1,402,93.7767476,0,133,133,12,66.5,400,0,0,3261
